"Realm","Character","Name","Tier","Type","Target","Formula","Multiplier","Element","Time","Effects","Counter","Auto Target","Minimum LB Points","Limit Break Bonus","Mastery Bonus","Relic","Name (JP)","ID"
"XIV","Papalymo","Fire Flash (Papalymo)","LBG","BLK","Single enemy","Magical","7.50","Fire, NE","0.01","One single attack (7.50) capped at 99999, grants [Limit Break Gauge +250] to the user","N","Lowest HP% enemy","0","Fire Damage Up","MAG +10","Ironworks Magitek Rod (XIV)","炎閃【パパリモ】","22330016"
"XIV","Papalymo","Woven Bond: Papalymo (Fire)","LBC","BLK","Single enemy","Magical","26.00","Fire, NE","0.01","Ten single attacks (2.60 each) capped at 19999, activates Fire Chain (max 150, field +0%) or adds 25 to the current Fire Chain maximum limit, grants [Chain Force Mode (Papalymo)] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","Limit Break Damage Up, Quick Cast 1","","Catalyst (XIV)","紡絆・パパリモ炎","22330017"
"XIV","Papalymo","Scion's Fire","LBO","BLK","Single enemy","Magical","120.00","Fire","2.50","Five single attacks (3.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores RES","N","Lowest HP% enemy","250","Limit Break Damage Up, Cast Time Down","","Vanargand (XIV)","サイオンズ・ファイア","22330020"
"XIV","Papalymo","Woven Bond (Papalymo)","LBC","BLK","Single enemy","Magical","26.00","Fire, NE","0.01","Ten single attacks (2.60 each) capped at 19999, activates XIV Chain (max 150, field +0%) or adds 25 to the current XIV Chain maximum limit, grants [Chain Force Mode (Papalymo)] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","Limit Break Damage Up, Quick Cast 1","","Elemental Rod(XIV)","紡絆・パパリモ","22330024"
"XIV","Alphinaud","Woven Bond: Alphinaud (Wind)","LBC","SUM","Single enemy","Magical","26.00","Wind, NE","0.01","Ten single attacks (2.60 each) capped at 19999, activates Wind Chain (max 150, field +0%) or adds 25 to the current Wind Chain maximum limit, grants [Chain Force Mode (Alphinaud)] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","Limit Break Damage Up, Quick Cast 1","","Galdrabok (XIV)","紡絆・アルフィノ風","22530018"
"XIV","Minfilia","Woven Bond (Minfilia)","LBC","PHY","Single enemy","Physical","8.00","Holy, NE","0.01","Ten single attacks (0.80 each) capped at 19999, activates XIV Chain (max 150, field +0%) or adds 25 to the current XIV Chain maximum limit and increases the current chain count on all enemies by 10, grants [Chain Force Mode (Minfilia)] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","Limit Break Damage Up, Quick Cast 1","","Galatyn (XIV)","紡絆・ミンフィリア","22520017"
"XIV","Ysayle","Woven Bond (Ysayle - Ice)","LBC","SUM","Single enemy","Magical","8.00","Ice, NE","0.01","Ten single summon attacks (0.80 each) capped at 19999, activates Ice Chain (max 150, field +0%) or adds 25 to the current Ice Chain maximum limit and increases the current chain count on all enemies by 10, grants [Chain Force Mode (Ysayle - Ice)] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","","","","紡絆・イゼル氷","23130017"
"XV","Noctis","Ancillary Link-Strike","LBO","PHY","Single enemy","Physical","32.00","Fire, Earth, Lightning","2.50","Four single attacks (1.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores DEF, 100% additional critical chance","N","Lowest HP% enemy","250","Limit Break Damage Up, Cast Time Down","","Lucian King's Jacket (XV)","アナザーリンクアタック","22740014"
"XV","Noctis","Woven Bond: Noctis (Earth)","LBC","PHY","Single enemy","Physical","8.00","Earth, NE","0.01","Ten single attacks (0.80 each) capped at 19999, activates Earth Chain (max 150, field +0%) or adds 25 to the current Earth Chain maximum limit, grants [Chain Force Mode (Noctis)] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","Limit Break Damage Up, Quick Cast 1","","Durandal (XIV)","紡絆・ノクティス地","22740024"
"XV","Noctis","Woven Bond: Noctis (Fire)","LBC","PHY","Single enemy","Physical","8.00","Fire, NE","0.01","Ten single attacks (0.80 each) capped at 19999, activates Fire Chain (max 150, field +0%) or adds 25 to the current Fire Chain maximum limit, grants [Chain Force Mode (Noctis  - Fire)] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","Limit Break Damage Up, Quick Cast 1","","Black Cowl (XV)","紡絆・ノクティス炎","22740037"
"XV","Ardyn","Evil Armiger","LBO","PHY","Single enemy","Physical","32.00","Dark, Fire","2.50","Four single attacks (1.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores DEF, 100% additional critical chance","N","Lowest HP% enemy","250","Limit Break Damage Up, Cast Time Down","","Rakshasa Blade (XV)","エビルファントムソード","23520003"
"XV","Ardyn","Guardian Ifrit","LBGS","NAT","Self","","","","0.01","Summons Ifrit for 5 seconds, grants [Protect], [Shell], [Haste], [Instant ATB 1], [DEF and RES +200% (25s)], [Attach Fire 3 with Stacking] and [Damage Cap +20000] to Ifrit","N","Self","250","Guardian Summon Damage Up, Damage Reduction Barrier","","Swords of the Wanderer - Variant (XV)","Gイフリート","23520007"
"XV","Ardyn","Woven Bond: Ardyn","LBC","PHY","Single enemy","Physical","8.00","Dark, NE","0.01","Ten single attacks (0.80 each) capped at 19999, element of entry damage changes from Dark/NE to Fire/NE if the user has any Attach Fire, activates XV Chain (max 150, field +0%) or adds 25 to the current XV Chain maximum limit, grants [Chain Force Mode (Ardyn)] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","Limit Break Damage Up, Quick Cast 1","","Star of the Rogue Variant (XV)","紡絆・アーデン","23520012"
"XV","Prompto","Trigger Hunt","LBO","PHY","Single enemy","Physical","40.00","Lightning","2.50","Five single ranged attacks (1.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores DEF, 100% additional critical chance","N","Lowest HP% enemy","250","Limit Break Damage Up, Cast Time Down","","Tundra Attire (XV)","トリガー・ハント","22970017"
"XV","Prompto","Woven Bond: Prompto (Lightning)","LBC","PHY","Single enemy","Physical","8.00","Lightning, NE","0.01","Ten single attacks (0.80 each) capped at 19999, activates Lightning Chain (max 150, field +0%) or adds 25 to the current Lightning Chain maximum limit and increases the current chain count on all enemies by 10, grants [Chain Force Mode (Prompto - Lightning)] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","Limit Break Damage Up, Quick Cast 1","","Gravity Well (XV)","紡絆・プロンプト雷","22970020"
"XV","Ignis","Woven Bond: Ignis (Fire)","LBC","PHY","Single enemy","Physical","8.00","Fire, NE","0.01","Ten single attacks (0.80 each) capped at 19999, activates Fire Chain (max 150, field +0%) or adds 25 to the current Fire Chain maximum limit and increases the current chain count on all enemies by 10, grants [Chain Force Mode (Ignis - Fire)] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","Limit Break Damage Up, Quick Cast 1","","Mage Masher (XV)","紡絆・イグニス炎","23200015"
"XV","Lunafreya","Woven Bond: Lunafreya (Water)","LBC","SUM","Single enemy","Magical","26.00","Water, NE","0.01","Ten single attacks (2.60 each) capped at 19999, activates Water Chain (max 150, field +0%) or adds 25 to the current Water Chain maximum limit and increases the current chain count on all enemies by 10, grants [Chain Force Mode (Lunafreya)] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","Limit Break Damage Up, Quick Cast 1","","Empyrean Rod (XV)","紡絆・ルナフレーナ水","23460008"
"XV","Lunafreya","Guardian Leviathan","LBGS","NAT","Self","","","","0.01","Summons Leviathan for 5 seconds, grants [Protect], [Shell], [Haste], [Instant ATB 1], [DEF and RES +200% (25s)], [Attach Water 3 with Stacking] and [Damage Cap +20000] to Leviathan","N","Self","250","Guardian Summon Damage Up, Damage Reduction Barrier","","Water Rod (XV)","Gリヴァイアサン","23460013"
"XV","Aranea","Woven Bond (Aranea)","LBC","PHY","Single enemy","Physical","8.00","Lightning, NE","0.01","Ten single ranged jump attacks (0.80 each) capped at 19999, activates XV Chain (max 150, field +0%) or adds 25 to the current XV Chain maximum limit, grants [Chain Force Mode (Aranea)] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","Limit Break Damage Up, Quick Cast 1","","Venus Gospel (XV)","紡絆・アラネア","22980018"
"XV","Cor","Woven Bond (Cor)","LBC","PHY","Single enemy","Physical","8.00","Fire, NE","0.01","Ten single attacks (0.80 each) capped at 19999, activates XV Chain (max 150, field +0%) or adds 25 to the current XV Chain maximum limit, grants [Chain Force Mode (Cor)] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","Limit Break Damage Up, Quick Cast 1","","Shimmering Blade (XV)","紡絆・コル","23420010"
"XV","Gladiolus","Woven Bond: Gladiolus (Earth)","LBC","PHY","Single enemy","Physical","8.00","Earth, NE","0.01","Ten single attacks (0.80 each) capped at 19999, activates Earth Chain (max 150, field +0%) or adds 25 to the current Earth Chain maximum limit, grants [Chain Force Mode (Gladiolus - Earth)] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","Limit Break Damage Up, Quick Cast 1","","Iron Duke (XV)","紡絆・グラディオラス地","22900018"
"XV","Ravus","Woven Bond: Ravus","LBC","PHY","Single enemy","Physical","8.00","Lightning, Dark, NE","0.01","Ten single attacks (0.80 each) capped at 19999, activates XV Chain (max 150, field +0%) or adds 25 to the current XV Chain maximum limit, grants [Chain Force Mode: Ravus] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","Limit Break Damage Up, Quick Cast 1","","Deus Ex Machina (XV)","紡絆・レイヴス","23530012"
"FFT","Agrias","Bestowed Blade","LBO","PHY","Single enemy","Physical","40.00","Holy","2.50","Five single attacks (1.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores DEF, 100% additional critical chance","N","Lowest HP% enemy","250","Limit Break Damage Up, Cast Time Down","","Templar Shield (FFT)","我が主君に捧げし剣","22150011"
"Type-0","Ace","Woven Bond: Ace (Fire)","LBC","BLK","Single enemy","Magical","27.00","Fire, NE","0.01","Ten single attacks (2.60 each) capped at 19999, activates Fire Chain (max 150, field +0%) or adds 25 to the current Fire Chain maximum limit, grants [Chain Force Mode (Ace)] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","Limit Break Damage Up, Quick Cast 1","","Sage's Deck (Type-0)","紡絆・エース炎","22790023"
"Type-0","Nine","Woven Bond: Nine (Dragoon)","LBC","PHY","Single enemy","Physical","8.00","Wind, NE","0.01","Ten single ranged jump attacks (0.80 each) capped at 19999, activates Dragoon Chain (max 150, field +0%) or adds 25 to the current Dragoon Chain maximum limit, grants [Chain Force Mode: Nine (Dragoon)] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","Limit Break Damage Up, Quick Cast 1","","Mythril Lance (Type-0)","紡絆・ナイン天命","22810017"
"Type-0","Rem","Saintly Dagger Boomerang","LBO","WHT","Single enemy","Magical","126.80","Holy","2.50","Five single attacks (3.17 each scaling with LB gauge and LB honing level) capped at 99999, ignores RES","N","Lowest HP% enemy","250","Limit Break Damage Up, Cast Time Down","","Zwillblades (Type-0)","S・ブーメランダガー","23080012"
"Type-0","Rem","Woven Bond: Rem (Holy)","LBC","WHT","Single enemy","Magical","27.00","Holy, NE","0.01","Ten single attacks (2.70 each) capped at 19999, activates Holy Chain (max 150, field +0%) or adds 25 to the current Holy Chain maximum limit, grants [Chain Force Mode (Rem)] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","Limit Break Damage Up, Quick Cast 1","","Mythril Bracelet (Type-0)","紡絆・レム聖","23080020"
"Type-0","Cinque","Earth Raiment (Cinque)","LBG","NAT","All allies","","","","0.01","Grants [Attach Earth]","N","All allies","250","Earth Damage Up","ATK +10","Ares' Mace (Type-0)","地装【シンク】","23190009"
"Type-0","Cinque","Max Charged Mace","LBO","PHY","Single enemy","Physical","40.00","Earth, Wind","2.50","Five single attacks (1.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores DEF, 100% additional critical chance","N","Lowest HP% enemy","250","Limit Break Damage Up, Cast Time Down","","Mythril Mace (Type-0)","MAXチャージメイス","23190011"
"Type-0","Queen","Destructive Energy","LBO","PHY","Single enemy","Physical","40.00","Lightning","2.50","Five single attacks (1.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores DEF, 100% additional critical chance","N","Lowest HP% enemy","250","Limit Break Damage Up, Cast Time Down","","Bastard Sword (Type-0)","エナジーデストロイ","23100009"
"Type-0","Queen","Thunder Flash (Queen)","LBG","PHY","Single enemy","Physical","3.36","Lightning, NE","0.01","One single attack (3.36) capped at 99999, grants [Limit Break Gauge +250] to the user","N","Lowest HP% enemy","0","Lightning Damage Up","ATK +10","Warlord (Type-0)","雷閃【クイーン】","23100016"
"Type-0","Queen","Woven Bond: Queen - Lightning","LBC","PHY","Single enemy","Physical","8.00","Lightning, NE","0.01","Ten single attacks (0.80 each) capped at 19999, activates Lightning Chain (max 150, field +0%) or adds 25 to the current Lightning Chain maximum limit, grants [Chain Force Mode (Queen - Lightning)] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","Limit Break Damage Up, Quick Cast 1","","Phantasmal Blade (Type-0)","紡絆・クイーン雷","23100021"
"Type-0","King","Woven Bond: King (Lightning)","LBC","PHY","Single enemy","Physical","","Lightning, NE","0.01","Ten single ranged attacks (?) capped at 19999, activates Lightning Chain (max 150, field +0%) or adds 25 to the current Lightning Chain maximum limit, grants [Chain Force Mode (King - Lightning)], and [Instant Cast 1] to the user","N","Lowest HP% enemy","250","","","","紡絆・キング雷","23180018"
"Type-0","Ace","Crimson Cards","LBO","BLK","Single enemy","Magical","120.00","Fire","2.50","Five single attacks (3.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores RES","N","Lowest HP% enemy","250","Limit Break Damage Up, Cast Time Down","","Crazy Eights (Type-0)","クリムゾンカード","22790014"
"Type-0","Trey","Sniper Arrow Shot","LBO","PHY","Single enemy","Physical","32.00","Fire, Ice, Water","2.50","Four single ranged attacks (1.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores DEF, 100% additional critical chance","N","Lowest HP% enemy","250","Limit Break Damage Up, Cast Time Down","","Elfin Bow (Type-0)","スナイプアローショット","23430009"
"Type-0","Eight","Frost Assault","LBO","PHY","Single enemy","Physical","40.00","Ice","2.50","Five single attacks (1.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores DEF, 100% additional critical chance","N","Lowest HP% enemy","250","Limit Break Damage Up, Cast Time Down","","Steel Claws (Type-0)","フロストアサルト","23360011"
"Type-0","Eight","Woven Bond: Eight (Ice)","LBC","PHY","Single enemy","Physical","8.00","Ice, NE","0.01","Ten single attacks (0.80 each) capped at 19999, activates Ice Chain (max 150, field +0%) or adds 25 to the current Ice Chain maximum limit, grants [Chain Force Mode (Eight)] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","Limit Break Damage Up, Quick Cast 1","","Master Fists (Type-0)","紡絆・エイト氷","23360015"
"Type-0","Cinque","Woven Bond: Cinque","LBC","PHY","Single enemy","Physical","8.00","Earth, NE","0.01","Ten single attacks (0.80 each) capped at 19999, activates Type-0 Chain (max 150, field +0%) or adds 25 to the current Type-0 Chain maximum limit, grants [Chain Force Mode: Cinque] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","Limit Break Damage Up, Quick Cast 1","","Sledgehammer (Type-0)","紡絆・シンク","23190022"
"Type-0","Seven","Icefall Lash","LBO","BLK","Single enemy","Magical","120.00","Ice","2.50","Five single attacks (3.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores RES","N","Lowest HP% enemy","250","Limit Break Damage Up, Cast Time Down","","Mythril Whipblade (Type-0)","アイスビレッジキャッチ","23260016"
"Type-0","Seven","Spiraling Flash (Seven)","LBG","NAT","Single enemy","","","","0.01","Causes [Imperil Ice 40% (5s)], grants [Quick Cast 2] to all allies","N","Lowest HP% enemy","0","Ice Damage Up","MAG +10","Sleipnir Tail (Type-0)","降閃【セブン】","23260018"
"Type-0","Seven","Woven Bond: Seven (Ice)","LBC","BLK","Single enemy","Magical","","Ice, NE","0.01","Ten single attacks (? each) capped at 19999, activates Ice Chain (max 150, field +0%) or adds 25 to the current Ice Chain maximum limit, grants [Chain Force Mode (Seven)] and [Instant ATB1] to the user","N","Lowest HP% enemy","250","","","","","23260022"
"Type-0","Trey","Woven Bond: Trey","LBC","PHY","Single enemy","Physical","8.00","Fire, Ice, Water, NE","0.01","Ten single attacks (0.80 each) capped at 19999, element of entry damage changes from Fire/NE, Ice/NE or Water/NE if the user has any Attach Fire, Attach Ice or Attach Water, activates Type-0 Chain (max 150, field +0%) or adds 25 to the current Type-0 Chain maximum limit, grants [Chain Force Mode (Trey)] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","Limit Break Damage Up, Quick Cast 1","","Thanatos' Bow (Type-0)","紡絆・トレイ","23430018"
"Type-0","Cater","Fated Flash (Cater)","LBG","NAT","All allies","","","","0.01","Grants [Instant Cast 1]/[Instant Cast 1] and [ATK and MND +30%, DEF and RES +25% (25s)] to all allies","N","All allies","250","Prismatic Damage Up","","Ballistic Armor (Type-0)","命閃【ケイト】","23370019"
"Type-0","Sice","Woven Bond: Sice","LBC","PHY","Single enemy","Physical","8.00","Dark, NE","0.01","Ten single attacks (0.80 each) capped at 19999, activates Type-0 Chain (max 150, field +0%) or adds 25 to the current Type-0 Chain maximum limit, grants [Chain Force Mode (Sice)] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","Limit Break Damage Up, Quick Cast 1","","Steel Scythe (Type-0)","紡絆・サイス","23270016"
"Type-0","Machina","Woven Bond: Sice","LBC","PHY","Single enemy","Physical","8.00","Earth, NE","0.01","Ten single attacks (0.80 each) capped at 19999, activates Earth Chain (max 150, field +0%) or adds 25 to the current Earth Chain maximum limit and increases the current chain count on all enemies by 10, grants [Chain Force Mode (Machina - Earth)] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","Limit Break Damage Up, Quick Cast 1","","White Tiger l'Cie Mask (Type-0)","紡絆・マキナ地","23090024"
"Type-0","Kurasame","Woven Bond: Kurasame (Ice)","LBC","NAT","Single enemy","Hybrid","","Ice, NE","0.01","Ten single attacks (0.80 or 2.60 each) capped at 19999, activates Ice Chain (max 150, field +0%) or adds 25 to the current Ice Chain maximum limit, grants [Chain Force Mode: Kurasame (Ice)] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","Limit Break Damage Up, Quick Cast 1","","Soul Saber (Type-0)","紡絆・クラサメ氷","23550014"
"Beyond","Reynn","Woven Bond: Reynn (Ice)","LBC","SUM","Single enemy","Magical","26.00","Ice, NE","0.01","Ten single attacks (2.60 each) capped at 19999, activates Ice Chain (max 150, field +0%) or adds 25 to the current Ice Chain maximum limit, grants [Chain Force Mode: Reynn (Ice)] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","Limit Break Damage Up, Quick Cast 1","","Tonberry Knife (Beyond)","紡絆・レェン氷","22660016"
"Beyond","Serafie","Tickling Wind","LBO","BLK","Single enemy","Magical","96.00","Wind","2.50","Four single attacks (3.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores RES, grants [HP Stock (3000)] to all allies","N","Lowest HP% enemy","250","Limit Break Damage Up, Cast Time Down","","Mirage Rod (Beyond)","風のくすぐり","23450007"
"Beyond","Serafie","Spiraling Flash (Serafie)","LBG","NAT","Single enemy","","","","0.01","Causes [Imperil Wind 40% (5s)], grants [Quick Cast 2] to all allies","N","Lowest HP% enemy","0","Wind Damage Up","MAG +10","Silken Shirt (Beyond)","降閃【セラフィ】","23450014"
"Beyond","Serafie","Woven Bond: Serafie (Wind)","LBC","BLK","Single enemy","Magical","26.00","Wind, NE","0.01","Ten single attacks (2.60 each) capped at 19999, activates Wind Chain (max 150, field +0%) or adds 25 to the current Wind Chain maximum limit, grants [Chain Force Mode (Serafie  - Wind)] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","Limit Break Damage Up, Quick Cast 1","","Wizard's Rod (Beyond)","紡絆・セラフィ風","23450016"
"Beyond","Enna Kros","Woven Bond: Enna Kros (Earth)","LBC","BLK","Single enemy","Magical","26.00","Earth, NE","0.01","Ten single attacks (2.60 each) capped at 19999, activates Earth Chain (max 150, field +0%) or adds 25 to the current Earth Chain maximum limit, grants [Chain Force Mode (Enna Kros)] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","Limit Break Damage Up, Quick Cast 1","","Titan Mirage (Beyond)","紡絆・エナ・クロ地","23280014"
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
