"Realm","Character","Img","Name","Tier","Type","Target","Formula","Multiplier","Element","Time","Effects","Counter","Auto Target","Points","Mastery Bonus","Honing Effects","Relic","Name (JP)","ID"
"Core","Wedge","","Flying Star","SASB","NAT","Single enemy","Hybrid","-","Wind, NE","2.50","Fifteen single hybrid ranged attacks (0.60 or 1.50 each), grants [ATK, DEF and MAG +30% (25s)] to all allies, grants [Attach Wind 3 with Stacking], [Synchro Mode], [Damage Cap +10000] and [Smooth Sailing!] to the user","N","Lowest HP% enemy","500","","Damage Up, SB Gauge Down","Crescent Knife (Core)","フライングスター","23320006"
"Core","Wedge","","Mach Star","AASB","NAT","Single enemy","Hybrid","-","Wind, NE","2.50","Fifteen single hybrid ranged attacks (0.60 or 1.50 each), grants [Attach Wind with Stacking], [Awoken Wind], [Damage Cap +10000], [Quick Cast] and [Wondrous Mirage Follow-Up] to the user","N","Lowest HP% enemy","500","ATK +5, MAG +5","Damage Up, Cast Time Down, Extra Usage","Air Knife (Core)","マッハスター","23320008"
"Core","Wedge","","Awoken Trickster","DASB","NAT","Single enemy","Hybrid","-","Wind, NE","2.50","Seven single hybrid attacks (0.90/3.05 each) capped at 19999, grants [Critical Chance +50% (25s)]/[MAG and RES +30% (25s)] to the user, grants [Attach Wind with Stacking], [Damage Cap +10000], [Dual Awoken Wind Mode I (Wedge)] and [Wind Resonance +5% Boost] to the user","N","Lowest HP% enemy","500","","Cast Time Down, Damage Up","Valiant Knife (Core)","覚醒トリックスター","23320009"
"Core","Wedge","","Awoken Trickster (Dual Shift)","DASB","NAT","Self","","","","0.01","Grants [Instant ATB 1] and [Dual Awoken Wind Mode II (Wedge)], removes [Dual Awoken Wind Mode I (Wedge)]","N","Self","0","","","Valiant Knife (Core)","覚醒トリックスター","23320009"
"Core","Wedge","","Star Drive (Engaged)","ADSB","NAT","Self","","","","0.01","Grants [Attach Wind with Stacking], [Damage Cap +10000], [Arcane Dyad Empowered: Wedge], [Star Drive Ability Tracker] and [Star Drive Level]","N","Self","0","","Stat Boon","Wedge's Liberator (Core)","スタードライブ","23320011"
"Core","Wedge","","Star Drive","ADSB","NAT","Single enemy","Hybrid","-","Wind, NE","2.50","Twenty single hybrid attacks (1.00/1.10/1.20 or 3.15/3.50/3.85 each) capped at 9999/19999/29999, followed by one single attack (10.00/11.00/12.00 or 34.60/38.06/41.52) capped at 99999 at Star Drive level 0/1/2, removes Arcane Dyad Empowered: Wedge from the user","N","Lowest HP% enemy","750","","Cast Time Down, SB Gauge Down","Wedge's Liberator (Core)","スタードライブ","23320011"
"Core","Wedge","","Zenith Tornado Star","ZSB","NAT","Single enemy","Hybrid","","Wind, NE","2.50","Seven single attacks (? each) capped at 19999, grants [Attach Wind 3 with Stacking], [Damage Cap +10000], [Zenith Mode], and [Zenith Mode: Wedge]","N","Lowest HP% enemy","500","","","","究極トルネドスター","23320014"
"Core","Wedge","","Divine Might: Wedge","OZSB","NAT","Single enemy","Hybrid","","Wind","2.50","Seven single attacks (?/?/?/? each) capped at 19999/29999/49999/59999, followed by three single ranged piercing attacks (? each) capped at 99999.  Multiplier/cap requirements: 0-2/3-4/5+ Wind abilities on allies/5+ Wind abilities on allies and 2+ allies have Attach Wind","N","Lowest HP% enemy","500","","Damage Up, Cast Time Down","","神威・ウェッジ","23320015"
"Core","Wedge","","Awoken Mach Star","DASB","NAT","Single enemy","Hybrid","","Wind, NE","2.50","Seven single hybrid attacks (? or ? each) capped at 19999, grants [Attach Wind with Stacking], [Damage Cap +10000], [Dual Awoken Wind Mode I (Wedge II)] and [Wind Resonance +5% Boost] to the user","N","Lowest HP% enemy","500","","","","覚醒マッハスター","23320016"
"Core","Wedge","","Awoken Mach Star (Dual Shift)","DASB","NAT","Self","","","","0.01","Grants [ATK +50%, MND -50%], [Instant ATB 1], and [Dual Awoken Wind Mode II (Wedge II)] to the user","N","Self","0","","","","覚醒マッハスター","23320017"
"Core","Wedge","","Continuous Flash: Wedge (Wind)","Glint++","NAT","Self","","","","0.01","Grants [Attach Wind with Stacking], [Soul Break Gauge +250], and [200% ATB 1] to the user","N","Self","0","","","","連閃・ウェッジ風","23320018"
"Core","Wedge","","Triple Star","AASB","NAT","Single enemy","Hybrid","","Wind, NE","2.50","Fifteen single hybrid ranged attacks (? or ? each), grants [ATK and MND +30%, DEF and RES +25% (25s)] to all allies, grants [Attach Wind with Stacking], [Awoken Wind Agent], [Damage Cap +10000] to the user, and cause [Imperil Prismatic 10% (15s)]/[Imperil Prismatic 30% (15s)] if there are 0-3/4+ Thief or Job/Beyond allies","N","Lowest HP% enemy","500","","","","トリプルスター","23320019"
"Core","Wedge","","Bond (Wedge - Thief)","CSB","NAT","All allies","","","","0.01","Activates Thief Chain (max 150, +50% field), grants [ATK +50% (25s)] and [Haste] to all allies","N","All allies","500","","","","絆・ウェッジ天命","23320020"
"Core","Dr. Mog","","Tetra Break","Default","NAT","Single enemy","","","","2.50","[ATK, DEF, MAG and RES -30%] for 15 seconds","N","Random enemy without status","250","","","-","テトラブレイク","23060038"
"Core","Dr. Mog","","Nature's Wrath","USB","BLK","Single enemy","Magical","16.30","Holy, Fire, Ice, Light., NE","2.50","Ten single attacks (1.63 each), [ATK, MAG and MND +30%] to all allies for 25 seconds, grants [Mog Follow-Up] to the user","N","Lowest HP% enemy","500","MAG +5, MND +5","","Mythril Staff (Core)","テトラディザスター","23060036"
"Core","Dr. Mog","","Royal Sentinel","Glint","NAT","All allies","","","","0.01","[DEF and RES +200%] for 25 seconds","N","All allies","250","MAG +5, MND +5","","Scholar Hat (Core)","歴史省秘技「鉄壁」","23060037"
"Core","Dr. Mog","","Magic Burst","AOSB","BLK","All enemies","Magical","63.60","Holy, Dark, NE","2.50","Three group attacks (21.20 each), capped at 99999, multiplier increased by 0.0014 for every SB point","N","All enemies","750","MAG +10","Damage Up, SB Gauge Down","Sage's Staff (Core)","マダンテ","23060042"
"Core","Dr. Mog","","Puff","USB","BLK","All enemies","Magical","14.30","Fire, NE","2.50","Ten group attacks (1.43 each), grants [Attach Fire], [Buff Fire 20% (15s)] and [Intense Fire Follow-Up] to the user","N","All enemies","500","MAG +10","","Wyrm Wand (Core)","ドラゴラム","23060043"
"Core","Dr. Mog","","Our Historia","CSB","NAT","All allies","","","","2.50","Activates Core/Beyond Chain (max 150, field +50%), grants [Haste], [ATK and MAG +30%] for 25 seconds","N","All allies","500","","","Power Staff (Core)","我らが記すヒストリア","23060047"
"Core","Dr. Mog","","Tetra Catastrophe","AASB","BLK","Single enemy","Magical","22.50","Holy, Fire, Ice, Lightning, NE","2.50","Fifteen single attacks (1.50 each), grants [Buff Holy 30% (15s)], [Buff Fire 30% (15s)], [Buff Ice 30% (15s)], [Buff Lightning 30% (15s)], [Awoken Archivist], [Damage Cap +10000] and [Archivist's Teachings Follow-Up] to the user","N","Lowest HP% enemy","500","MAG +10","Damage Up, Cast Time Down, Extra Usage","Judgment Staff (Core)","テトラカタストロフィ","23060048"
"Core","Dr. Mog","","Archivist's Source","AOSB","BLK","Single enemy","Magical","62.90","Holy, Fire, Ice, Lightning","2.50","Twenty single attacks (1.82 each), followed by one single attack (26.50) capped at 99999","N","Lowest HP% enemy","750","MAG +10","Damage Up, SB Gauge Down","Mage's Habit (Core)","歴史省奥義「起源」","23060049"
"Core","Dr. Mog","","Marine Expanse","AASB","BLK","Single enemy","Magical","22.50","Water, NE","2.50","Fifteen single attacks (1.50 each), grants [Attach Water], [Awoken Water], [Damage Cap +10000] and [Marine Wave Follow-Up] to the user","N","Lowest HP% enemy","500","MAG +10","Damage Up, Cast Time Down, Extra Usage","Seafarer's Bestiary (Core)","マリンフィールド","23060051"
"Core","Dr. Mog","","Aqua Mode","Glint+","NAT","Self","","","","0.01","Grants [Attach Water Stacking], [Attach Water] and [Water Quick Cast]","N","Self","0","MAG +10","","Seraphim Mace (Core)","アクアモード","23060052"
"Core","Dr. Mog","","Bubble Mode","Glint","NAT","Self","","","","0.01","Grants [Attach Water Stacking], [Attach Water] and [High Quick Cast 2]","N","Self","250","MAG +10","","Oak Staff (Core)","バブルモード","23060053"
"Core","Dr. Mog","","Waverider Moogle","AOSB","BLK","Single enemy","Magical","51.00","Water","2.50","Three single attacks (17.00 each) capped at 99999","N","Lowest HP% enemy","750","MAG +10","Damage Up, SB Gauge Down","Dr. Mog's Floatie (Core)","波乗り！モーグリ","23060054"
"Core","Dr. Mog","","Rainbow Magic","SASB","BLK","Single enemy","Magical","22.50","Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison, NE","2.50","Fifteen single attacks (1.50 each), grants [Conditional Attach Element with Stacking From Party], [Synchro Mode], [Damage Cap +10000] and [Rainbow Magic] to the user","N","Lowest HP% enemy","500","","Damage Up, Cast Time Down","Mage's Staff (Core)","レインボーマジック","23060073"
"Core","Dr. Mog","","Royal Resourcefulness","Glint+","NAT","Self","","","","0.01","Grants [Conditional Attach Element From Party] and [High Quick Cast 1]","N","Self","0","MAG +10","","Shepherd's Bolero (Core)","歴史省秘技「臨機応変」","23060074"
"Core","Dr. Mog","","Bug Hunter","AOSB","BLK","Single enemy","Magical","51.00","Water, Holy, Fire, Ice, Lightning","2.50","Three single attacks (17.00 each) capped at 99999","N","Lowest HP% enemy","750","MAG +10","Damage Up, SB Gauge Down","Bug Net (Core)","虫取りストラテジー","23060075"
"Core","Dr. Mog","","Nameless Historia (Engaged)","ADSB","NAT","Self","","","","0.01","Grants [ATK, DEF, MAG, RES and MND +10%/20%/30%/40%/50% (25s)] if 1/2/3/4/5+ party members are alive, [Conditional Attach Element From Party], [Damage Cap +10000], [Historical Covenant Follow-Up], [Nameless Historia Ability Tracker], [Nameless Historia Level] and [Arcane Dyad Empowered: Dr. Mog]","N","Self","0","","Stat Boon","Dr. Mog's Staff (Core)","名もなきヒストリア","23060107"
"Core","Dr. Mog","","Nameless Historia","ADSB","BLK","Single enemy","Magical","97.60","Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison, NE","2.50","Twenty single attacks (3.15/3.50/3.85 each) capped at 9999/19999/29999, followed by one single attack (34.60/38.06/41.52) capped at 99999 at Nameless Historia level 0/1/2, removes Arcane Dyad Empowered: Dr. Mog from the user","N","Lowest HP% enemy","750","","Cast Time Down, SB Gauge Down","Dr. Mog's Staff (Core)","名もなきヒストリア","23060107"
"Core","Dr. Mog","","Waverider Moogle V2","AASB","BLK","Single enemy","Magical","22.50","Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison, NE","2.50","Fifteen single attacks (1.50 each), grants [Conditional Attach Element with Stacking From Party], [Awoken Archive Master], [Damage Cap +10000] and [Archive Authority Mode] to the user","N","Lowest HP% enemy","500","MAG +10","Damage Up, Cast Time Down, Extra Usage","Firework Float (Core)","波乗り！モーグリV2","23060111"
"Core","Dr. Mog","","Awoken Universal Wrath","DASB","BLK","Single enemy","Magical","21.35","Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison, NE","2.50","Seven single attacks (3.05 each) capped at 19999, grants [MAG and MND +50% (25s)], [Conditional Attach Element with Stacking From Party], [Damage Cap +10000], [Dual Awoken Archive Master Mode I (Dr. Mog)] and [Prismatic Resonance +5% Boost] to the user","N","Lowest HP% enemy","500","","Cast Time Down, Damage Up","Wizard's Rod (Core)","覚醒オールディザスター","23060136"
"Core","Dr. Mog","","Awoken Universal Wrath (Dual Shift)","DASB","NAT","Self","","","","0.01","Grants [Instant ATB 1] and [Dual Awoken Archive Master Mode II (Dr. Mog)], removes [Dual Awoken Archive Master Mode I (Dr. Mog)]","N","Self","0","","","Wizard's Rod (Core)","覚醒オールディザスター","23060136"
"Core","Dr. Mog","","Royal Archives Secret: Creation","AASB","BLK","Single enemy","Magical","22.50","Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison, NE","2.50","Fifteen single attacks (1.50 each), grants [MAG and MND +30%, DEF and RES +25% (25s)] and [Magical Quick Cast] to all allies, grants [Awoken Archive Master], [Damage Cap +10000] and [Arcane Teachings] to the user","N","Lowest HP% enemy","500","MAG +10","Damage Up, Cast Time Down, Extra Usage","Aurora Rod (Core)","歴史省奥義「天地万有」","23060138"
"Core","Dr. Mog","","Zenith Archival Brilliance","ZSB","BLK","Single enemy","Magical","21.35","Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison, NE","2.50","Seven single attacks (3.05 each) capped at 19999, grants [Conditional Attach Element 2 with Stacking From Party], [Zenith Mode], [Zenith Mode: Dr. Mog (Prismatic)], [Wisdom of Creation Mode] and [Damage Cap +10000] to the user","N","Lowest HP% enemy","500","","Cast Time Down, Damage Up","Crystal Staff (Core)","究極歴史省奥義「昇華」","23060139"
"Core","Dr. Mog","","Royal Archives Secret: Storm","Glint+","NAT","","","","","0.01","Grants [Soul Break Gauge +500]","N","Self","0","MAG +10","","Cherry Staff (Core)","歴史省秘技「疾風怒濤」","23060140"
"I","Warrior of Light","","Class Change","Default","NAT","Self","","","","3.00","[ATK, DEF, MAG and RES +30%] for 25 seconds","N","Self","250","","","-","クラスチェンジ","20330001"
"I","Warrior of Light","","Shining Wave","SB","PHY","Single enemy","Physical","4.80","Holy","3.00","One single ranged attack (4.80)","N","Lowest HP% enemy","250","","","Sun Blade (I)","シャイニングウェーブ","20330002"
"I","Warrior of Light","","Radiant Sword","SSB","PHY","All enemies","Physical","6.00","-","2.50","Eight group attacks (0.75 each), grants [Physical Blink 1] to all allies","N","All enemies","500","ATK +10","","Braveheart (I)","レディアントソード","20330003"
"I","Warrior of Light","","Crossover","SB","PHY","Single enemy","Physical","5.20","Holy","2.50","Four single attacks (1.30 each), [RES +100%] to the user for 25 seconds","N","Lowest HP% enemy","250","","","Helm of Light (I)","クロスオーバー","20330004"
"I","Warrior of Light","","Ultimate Shield","BSB","PHY","Single enemy","Physical","6.48","Holy, NE","2.50","Eight single attacks (0.81 each), grants [Haste], [Attach Holy] and [Burst Mode] to the user","N","Lowest HP% enemy","500","ATK +10","","Lustrous Shield (I)","アルティメットシールド","20330005"
"I","Warrior of Light","","Shining Saber","OSB","PHY","Single enemy","Physical","11.44","Holy, NE","2.50","One single attack (11.44~12.93 scaling with hits taken) capped at 99999","N","Lowest HP% enemy","500","ATK +10","","Excalibur (I)","ブライトセイバー","20330006"
"I","Warrior of Light","","Shield of Light","CSB","PHY","Single enemy","Physical","7.92","Holy","2.50","Activates Holy Chain (max 99, field +20%), eleven single attacks (0.72 each), grants [HP Stock (2000)] to all allies","N","Lowest HP% enemy","500","ATK +10","","Ragnarok (I)","シールドオブライト","20330007"
"I","Warrior of Light","","Bitter End","USB","PHY","Single enemy","Physical","7.10","Holy, NE","2.50","Ten single attacks (0.71 each), grants [Attach Holy] and [EX: Light's Blessing] to the user","N","Lowest HP% enemy","500","ATK +10","","Braveheart+ (I)","エンドオール","20330008"
"I","Warrior of Light","","Bright Overload","AOSB","PHY","Single enemy","Physical","24.00","Holy","2.50","Three single attacks (8.00 each) capped at 99999","N","Lowest HP% enemy","750","ATK +10","Damage Up, SB Gauge Down","Save the Queen (I)","ブライトオーバー","20330009"
"I","Warrior of Light","","Hail of Light","USB","PHY","Single enemy","Physical","7.10","Holy, NE","2.50","Ten single attacks (0.71 each), grants [Attach Holy] and [EX: Prophesied Warrior] to the user","N","Lowest HP% enemy","500","ATK +10","","Warrior of Light's Guise (I)","クラシックオブライト","20330010"
"I","Warrior of Light","","Radiant Soul","Glint","NAT","Self","","","","0.01","Grants [Attach Holy Stacking], [Attach Holy] and [High Quick Cast 2]","N","Self","250","ATK +10","","Ultima Weapon (I)","レディアントソウル","20330011"
