"Common Name","Effects","Default Duration","MND Modifier","Exclusive Status","ID"
"Dark Ability Quick Cast 2","Cast speed x2.00 for Dark abilities, lasts for 2 turns","-","-","-","2287"
"Ice Ability Quick Cast 2","Cast speed x2.00 for Ice abilities, lasts for 2 turns","-","-","-","2288"
"Water Ability Quick Cast 1","Cast speed x2.00 for Water abilities, lasts for 1 turn","-","-","-","2289"
"Sap","Damages for 1/64 max HP every 2.00 seconds","40","-","Low Regen, Medium Regen, High Regen, Poison, Phantom Regen, Regenga","229"
"Water Ability Quick Cast 2","Cast speed x2.00 for Water abilities, lasts for 2 turns","-","-","-","2290"
"Dark Ability Instant Cast 2","Cast speed x9999999 for Dark abilities, lasts for 2 turns","-","-","-","2291"
"Dark Ability Instant Cast (15s)","Cast speed x9999999 for Dark abilities","15","-","-","2292"
"Wind Ability Quick Cast 2","Cast speed x2.00 for Wind abilities, lasts for 2 turns","-","-","-","2293"
"Fire Ability Quick Cast 2","Cast speed x2.00 for Fire abilities, lasts for 2 turns","-","-","-","2294"
"Earth Ability Quick Cast 4","Cast speed x2.00 for Earth abilities, lasts for 4 turns","-","-","-","2295"
"Earth Ability Quick Cast 1","Cast speed x2.00 for Earth abilities, lasts for 1 turn","-","-","-","2296"
"Earth Ability Quick Cast 2","Cast speed x2.00 for Earth abilities, lasts for 2 turns","-","-","-","2297"
"Water/Holy Ability Quick Cast 1","Cast speed x2.00 for Water and Holy abilities, lasts for 1 turn","-","-","-","2298"
"Lightning Ability Quick Cast 2","Cast speed x2.00 for Lightning abilities, lasts for 2 turns","-","-","-","2299"
"Holy Ability Quick Cast 2","Cast speed x2.00 for Holy abilities, lasts for 2 turns","-","-","-","2300"
"Ninja Instant Cast (15s)","Cast speed x9999999 for Ninja abilities","15","-","-","2301"
"Fire Ability Quick Cast 4","Cast speed x2.00 for Fire abilities, lasts for 4 turns","-","-","-","2302"
"(Wind/Dark) Ability Quick Cast 2","Cast speed x2.00 for Wind and Dark abilities, lasts for 2 turns","-","-","-","2303"
"(Fire/Ice/Lightning) Ability Quick Cast 2","Cast speed x2.00 for Fire, Ice and Lightning abilities, lasts for 2 turns","-","-","-","2308"
"Lightning/Holy Ability Quick Cast 2","Cast speed x2.00 for Lightning and Holy abilities, lasts for 2 turns","-","-","-","2309"
"Wind/Fire Ability Quick Cast 3","Cast speed x2.00 for Wind and Fire abilities, lasts for 3 turns","-","-","-","2310"
"(Fire/Ice/Lightning/Dark) Ability Quick Cast 2","Cast speed x2.00 for Fire, Ice, Lightning and Dark abilities, lasts for 2 turns","-","-","-","2311"
"Holy Ability Quick Cast 3","Cast speed x2.00 for Holy abilities, lasts for 3 turns","-","-","-","2312"
"Lightning Ability Instant Cast 5","Cast speed x9999999 for Lightning abilities, lasts for 5 turns","-","-","-","2314"
"Lightning Ability Instant Cast 3","Cast speed x9999999 for Lightning abilities, lasts for 3 turns","-","-","-","2315"
"Earth Ability Instant Cast 3","Cast speed x9999999 for Earth abilities, lasts for 3 turns","-","-","-","2320"
"Wind/Lightning Ability Quick Cast 2","Cast time x2.00 for Wind or Lightning abilities, lasts 2 turns","-","-","-","2321"
"Dark Quick Cast 1","Cast time x2.00 for Dark attacks, lasts 1 turn","-","-","-","2322"
"Machinist Ability Instant Cast 1","Cast speed x999999 for Machinist Abilities, lasts for 1 turn","-","-","-","2323"
"(Ice/Dark) Ability Instant Cast 2","Cast speed x999999 for Ice or Dark abilities, lasts for 2 turns","-","-","-","2324"
"Black Magic/Witch Ability Quick Cast 2","Cast speed x2.00 for Black Magic and Witch abilities, lasts for 2 turns","-","-","-","2352"
"Fire/Earth Ability Quick Cast (15s)","Cast speed x2.00 for Fire and Earth abilities","15","-","-","2353"
"Doom: 30","Causes Doom with a 30 seconds timer","-","-","-","236"
"Doom: 45","Causes Doom with a 45 seconds timer","-","-","-","237"
"Doom: 90","Causes Doom with a 90 seconds timer","-","-","-","238"
"Doom: 120","Causes Doom with a 120 seconds timer","-","-","-","239"
"Stun","Resets ATB when set","1","-","-","242"
"High Regen","Heals for 5% max HP every 2.50 seconds","35","3.00%","Low Regen, Medium Regen, Poison, Sap, Zombie, Regenga","243"
"Medium Regen","Heals for 4% max HP every 2.50 seconds","30","3.00%","Low Regen, High Regen, Poison, Sap, Zombie, Regenga","247"
"[School] Cast Speed *X","Cast speed xX for [School] attacks, or any attack if no [School] is specified","-","-","-","248"
"Reraise: 40%","Automatically removes KO (40% HP) once","-","-","-","249"
"Reraise: 60%","Automatically removes KO (60% HP) once","-","-","Reraise: 40%","250"
"Reraise: 80%","Automatically removes KO (80% HP) once","-","-","Reraise: 40%, Reraise: 60%","251"
"Reraise: 100%","Automatically removes KO (100% HP) once","-","-","Reraise: 40%, Reraise: 60%, Reraise: 80%","252"
"No Air Time 2","Changes the air time of Jump attacks to 0.01 seconds, lasts for 2 turns","-","-","-","257"
"No Air Time 3","Changes the air time of Jump attacks to 0.01 seconds, lasts for 3 turns","-","-","-","258"
"HP Stock (X)","Automatically restores HP, up to X HP","-","-","-","259"
"HP Stock (2000)","Automatically restores HP, up to 2000 HP","-","-","-","25901"
"HP Stock (6000)","Automatically restores HP, up to 6000 HP","-","-","-","25902"
"HP Stock (3000)","Automatically restores HP, up to 3000 HP","-","-","-","25903"
"HP Stock (1000)","Automatically restores HP, up to 1000 HP","-","-","-","25904"
"HP Stock (4000)","Automatically restores HP, up to 4000 HP","-","-","-","25905"
"HP Stock (500)","Automatically restores HP, up to 500 HP","-","-","-","25906"
"HP Stock (1500)","Automatically restores HP, up to 1500 HP","-","-","-","25907"
"HP Stock (400)","Automatically restores HP, up to 400 HP","-","-","-","25908"
"HP Stock (800)","Automatically restores HP, up to 800 HP","-","-","-","25909"
"HP Stock (1200)","Automatically restores HP, up to 1200 HP","-","-","-","25910"
"HP Stock (1600)","Automatically restores HP, up to 1600 HP","-","-","-","25911"
"HP Stock (10000)","Automatically restores HP, up to 10000 HP","-","-","-","25912"
"Radiant Shield: 100%","Returns all the damage taken to the attacker","30","-","-","260"
"Last Stand","Prevents KO once, restoring HP for 1% maximum HP","-","-","-","261"
"Fire Stoneskin: 100%","Reduces Fire damage taken to 0, up to an amount equal to 100% of the character's maximum HP","-","-","-","26100"
"Ice Stoneskin: 100%","Reduces Ice damage taken to 0, up to an amount equal to 100% of the character's maximum HP","-","-","-","26101"
"Lightning Stoneskin: 100%","Reduces Lightning damage taken to 0, up to an amount equal to 100% of the character's maximum HP","-","-","-","26102"
"Earth Stoneskin: 100%","Reduces Earth damage taken to 0, up to an amount equal to 100% of the character's maximum HP","-","-","-","26103"
"Wind Stoneskin: 100%","Reduces Wind damage taken to 0, up to an amount equal to 100% of the character's maximum HP","-","-","-","26104"
"Water Stoneskin: 100%","Reduces Water damage taken to 0, up to an amount equal to 100% of the character's maximum HP","-","-","-","26105"
"Holy Stoneskin: 100%","Reduces Holy damage taken to 0, up to an amount equal to 100% of the character's maximum HP","-","-","-","26106"
"Dark Stoneskin: 100%","Reduces Dark damage taken to 0, up to an amount equal to 100% of the character's maximum HP","-","-","-","26107"
"Poison Stoneskin: 100%","Reduces Poison damage taken to 0, up to an amount equal to 100% of the character's maximum HP","-","-","-","26108"
"Holy Stoneskin: 50%","Reduces Holy damage taken to 0, up to an amount equal to 50% of the character's maximum HP","-","-","-","26116"
"Lightning Stoneskin: 50%","Reduces Lightning damage taken to 0, up to an amount equal to 50% of the character's maximum HP","-","-","-","26117"
"Greased Lightning 1","ATK +15%, cast speed x1.33, removed upon taking damage","-","-","-","262"
"Greased Lightning 2","ATK +30%, cast speed x2.00, removed upon taking damage","-","-","Greased Lightning 1","263"
"Greased Lightning 3","ATK +50%, cast speed x4.00, removed upon taking damage","-","-","Greased Lightning 1, Greased Lightning 2","264"
"Stoneskin: 30%","Reduces damage taken to 0, up to an amount of damage equal to 30% of the character's maximum HP","-","-","-","265"
"Fire Stoneskin: Magicite 30%","Reduces Fire damage taken to 0, up to an amount equal to 30% of the Magicite's maximum HP","-","-","-","26500"
"Ice Stoneskin: Magicite 30%","Reduces Ice damage taken to 0, up to an amount equal to 30% of the Magicite's maximum HP","-","-","-","26501"
"Lightning Stoneskin: Magicite 30%","Reduces Lightning damage taken to 0, up to an amount equal to 30% of the Magicite's maximum HP","-","-","-","26502"
"Earth Stoneskin: Magicite 30%","Reduces Earth damage taken to 0, up to an amount equal to 30% of the Magicite's maximum HP","-","-","-","26503"
"Wind Stoneskin: Magicite 30%","Reduces Wind damage taken to 0, up to an amount equal to 30% of the Magicite's maximum HP","-","-","-","26504"
"Water Stoneskin: Magicite 30%","Reduces Water damage taken to 0, up to an amount equal to 30% of the Magicite's maximum HP","-","-","-","26505"
"Holy Stoneskin: Magicite 30%","Reduces Holy damage taken to 0, up to an amount equal to 30% of the Magicite's maximum HP","-","-","-","26506"
"Dark Stoneskin: Magicite 30%","Reduces Dark damage taken to 0, up to an amount equal to 30% of the Magicite's maximum HP","-","-","-","26507"
"Poison Stoneskin: Magicite 30%","Reduces Poison damage taken to 0, up to an amount equal to 30% of the Magicite's maximum HP","-","-","-","26508"
"Summon Valefor","Affects certain Burst Commands, removed if the user hasn't Burst Mode","-","-","All other ""Summoning Strike"" status","266"
"Summon Alexander","Affects certain Burst Commands, removed if the user hasn't Burst Mode","-","-","All other ""Summoning Strike"" status","266003"
"Summon Ramuh","Affects certain Burst Commands, removed if the user hasn't Burst Mode","-","-","All other ""Summoning Strike"" status","266004"
"Summon Famfrit","Affects certain Burst Commands, removed if the user hasn't Burst Mode","-","-","All other ""Summoning Strike"" status","266005"
"Summon Ifrit","Affects certain Burst Commands, removed if the user hasn't Burst Mode","-","-","All other ""Summoning Strike"" status","266006"
"Countrymen","Affects certain Burst Commands, removed if the user hasn't Burst Mode","-","-","All other ""Summoning Strike"" status","266007"
"Wings of White","Affects certain Burst Commands, removed if the user hasn't Burst Mode","-","-","All other ""Summoning Strike"" status","266008"
"Critical Damage +X%","Critical hits deal X% more damage (additive with the base critical coefficient)","25","-","-","267"
"Critical Damage +50%","Critical hits deal 50% more damage (additive with the base critical coefficient)","25","-","-","26701"
"Critical Damage +50% 1","Critical hits deal 50% more damage (additive with the base critical coefficient), lasts for 1 turn","-","-","-","26702"
"Critical Damage +50% 2","Critical hits deal 50% more damage (additive with the base critical coefficient), lasts for 2 turns","-","-","-","26703"
"Critical Damage +50% 3","Critical hits deal 50% more damage (additive with the base critical coefficient), lasts for 3 turns","-","-","-","26704"
"Critical Damage +50% (15s)","Critical hits deal 50% more damage (additive with the base critical coefficient)","15","-","-","26705"
"Thunder God's Might","Cast speed x3.00","25","-","-","268"
"Critical Damage +20% 1","20% additional critical damage (stacks with all other Critical Damage buffs), lasts for 1 turn","-","-","-","26801"
"Critical Damage +10% 1","10% additional critical damage (stacks with all other Critical Damage buffs), lasts for 1 turn","-","-","-","26802"
"Critical Damage +20% 3","20% additional critical damage (stacks with all other Critical Damage buffs), lasts for 3 turns","-","-","-","26803"
"Critical Damage +10% 2","10% additional critical damage (stacks with all other Critical Damage buffs), lasts for 2 turns","-","-","-","26804"
"Critical Damage +20% 2","20% additional critical damage (stacks with all other Critical Damage buffs), lasts for 2 turns","-","-","-","26805"
"Critical Damage +20% 4","20% additional critical damage (stacks with all other Critical Damage buffs), lasts for 4 turns","-","-","-","26806"
"Critical Damage +30% 1","30% additional critical damage (stacks with all other Critical Damage buffs), lasts for 1 turn","-","-","-","26807"
"Critical Damage +10% 3","10% additional critical damage (stacks with all other Critical Damage buffs), lasts for 3 turns","-","-","-","26808"
"Critical Damage +30% 3","30% additional critical damage (stacks with all other Critical Damage buffs), lasts for 3 turn","-","-","-","26809"
"Critical Damage +15% 1","15% additional critical damage (stacks with all other Critical Damage buffs), lasts for 1 turn","","-","-","26811"
"Unbound Fury","DEF and RES -40%, cast speed x2.00","25","-","-","269"
"Summon Shadow Dragon","Affects certain Burst Commands, removed if the user hasn't Burst Mode, reset upon refreshing Burst Mode","-","-","All other ""Summoning Strike"" status","270"
"Astra","Prevents Poison, Silence, Paralyze, Confuse, Slow, Stop, Blind, Sleep, Petrify, Berserk, Sap and Stun once","25","-","Pre-Dispel","271"
"Heals +30%","Increases healing done by WHT abilities and soulbreaks by 30%","10","-","-","274"
"[Stats] +X% for Next Damaging Action","[Stats] +X%, removed upon dealing damage","-","-","-","275"
"EX: Soldier","Increases physical damage dealt by 30%, sets the damage cap for PHY attacks to 99999","15","-","-","276"
"Terra Trance","ATK, DEF, MAG, RES, MND, ACC and EVA +20%, cast speed x2.00","25","-","-","277"
"Zidane Trance","ATK, DEF, MAG, RES, MND, ACC, EVA and SPD +15%, cast speed x9999999 for Thief abilities","25","-","-","278"
"Play Rough Mode","MAG +30%, DEF and RES -30%, cast speed x3.00","25","-","-","279"
"Dual Blink 2","Evades the next two attacks that could be evaded with Physical or Magical Blink, lower priority","-","-","Dual Blink 1","280"
"Radiant Shield: 125%","Returns 125% of the damage taken to the attacker","30","-","-","28001"
"Radiant Shield: 150%","Returns 150% of the damage taken to the attacker","30","-","-","28002"
"Radiant Shield: 175%","Returns 175% of the damage taken to the attacker","30","-","-","28003"
"Radiant Shield: 200%","Returns 200% of the damage taken to the attacker","30","-","-","28004"
"Radiant Shield: 225%","Returns 225% of the damage taken to the attacker","30","-","-","28005"
"Radiant Shield: 250%","Returns 250% of the damage taken to the attacker","30","-","-","28006"
"Radiant Shield: 275%","Returns 275% of the damage taken to the attacker","30","-","-","28007"
"Radiant Shield: 300%","Returns 300% of the damage taken to the attacker","30","-","-","28008"
"Overflow Radiant Shield: 700%","Returns 700% of the damage taken to the attacker capped at 99999","30","-","-","28009"
"Water Radiant Shield: 75%","Returns 75% of the damage taken to the attacker as Water damage","30","-","-","28101"
"Spellblade +15% Boost 2","Spellblade abilities deal 15% more damage, lasts for 2 turns","-","-","-","282"
"Spellblade +15% Boost 3","Spellblade abilities deal 15% more damage, lasts for 3 turns","-","-","-","282001"
"Dragoon +9% Boost 3","Dragoon abilities deal 9% more damage, lasts for 3 turns","-","-","-","282002"
"Sharpshooter +15% Boost 3","Sharpshooter abilities deal 15% more damage, lasts for 3 turns","-","-","-","282003"
"Knight +15% Boost 3","Knight abilities deal 15% more damage, lasts for 3 turns","-","-","-","282004"
"Darkness +15% Boost 3","Darkness abilities deal 15% more damage, lasts for 3 turns","-","-","-","282005"
"Jump +15% Boost 3","Jump attacks deal 15% more damage, lasts for 3 turns","-","-","-","282006"
"White Magic +15% Boost 3","White Magic abilities deal 15% more damage, lasts for 3 turns","-","-","-","282007"
"Monk +15% Boost 3","Monk abilities deal 15% more damage, lasts for 3 turns","-","-","-","282008"
"Heavy +15% Boost 3","Heavy abilities deal 15% more damage, lasts for 3 turns","-","-","-","282009"
"Ice Radiant Shield: 75%","Returns 75% of the damage taken to the attacker as Ice damage","30","-","-","28201"
"Dark +30% Boost 1","Dark attacks deal 30% more damage, lasts for 1 turn","-","-","-","282010"
"Black Magic +15% Boost 3","Black Magic abilities deal 15% more damage, lasts for 3 turns","-","-","-","282011"
"Samurai +15% Boost 2","Samurai abilities deal 15% more damage, lasts for 2 turns","-","-","-","282012"
"Dragoon +30% Boost 1","Dragoon abilities deal 30% more damage, lasts for 1 turn","-","-","-","282013"
"Black Magic +50% Boost 2","Black Magic abilities deal 50% more damage, lasts for 2 turns","-","-","-","282014"
"Magical +70% Boost 1","Magical attacks deal 70% more damage, lasts for 1 turn","-","-","-","282015"
"Monk +30% Boost 3","Monk abilities deal 30% more damage, lasts for 3 turns","-","-","-","282016"
