"Character","Source","Img","Name","Type","Target","Formula","Multiplier","Element","Time","Effects","Counter","Auto Target","SB","School","Name (JP)","ID"
"Gladiolus","Tempest","","Shield Slam","PHY","Single enemy","Physical","2.40","Earth, NE","1.65","1/2/3/4/5 single attacks (0.48 each) at 327/654/1700/2490 DEF","Y","Lowest HP% enemy","50","Knight","盾・地面たたき","30511791"
"Gladiolus","Tempest","","Royal Guard","PHY","Single enemy","Physical","2.50","Earth, NE","1.65","Two single attacks (1.25 each), grants [Sentinel] to the user for 25 seconds","Y","Lowest HP% enemy","50","Knight","ロイヤルガード","30511792"
"Ignis","Stalwart Cook","","Royal Menu","PHY","Single enemy","Physical","1.92","Fire, Lightning, Ice","1.20","Three single attacks (0.64 each), grants [Ingredients +1] to the user","Y","Lowest HP% enemy","50","Thief","ロイヤルメニュー","30512511"
"Ignis","Stalwart Cook","","Butler's Cooking (2 Ing.)","NAT","Single ally","","","","1.65","Grants [100% Critical], causes [Ingredients -1] to the user","Y","Lowest HP% ally","50","Support","バトラーズクッキング","30512512"
"Ignis","Stalwart Cook","","Butler's Cooking (1 Ing.)","NAT","Single ally","","","","1.65","Restores HP for 30% of the target's maximum HP, grants [Critical Damage +50%], causes [Ingredients -1] to the user","Y","Lowest HP% ally","50","Support","バトラーズクッキング","30512512"
"Ignis","Stalwart Cook","","Butler's Cooking (0 Ing.)","NAT","Single ally","","","","1.65","Restores HP for 40% of the target's maximum HP, grants [Instant Cast 1], causes [Ingredients -1] to the user","Y","Lowest HP% ally","50","Support","バトラーズクッキング","30512512"
"Prompto","Shots Fired","","Furious Volley","PHY","Single enemy","Physical","2.20","Lightning, NE","1.65","Four single ranged attacks (0.55 each), grants [Machinist Quick Cast 2] to the user","Y","Lowest HP% enemy","50","Machinist","高速連射","30511981"
"Prompto","Shots Fired","","Rolling Volley","PHY","Single enemy","Physical","2.20","Lightning, NE","1.65","Two single ranged attacks (1.10 each), [DEF -40%] for 15 seconds","Y","Random enemy without status","50","Machinist","転がり連射","30511982"
"Prompto","Recoil (XV)","","Sharpshot","PHY","Single enemy","Physical","2.20","Lightning, Fire","1.65","Two single ranged attacks (1.10 each), [ATK -40%] for 15 seconds","Y","Lowest HP% enemy","50","Machinist","狙い撃ち","30512731"
"Prompto","Recoil (XV)","","Jumpshot","PHY","Single enemy","Physical","2.20","Lightning, Fire","1.65","Two single ranged attacks (1.10 each), [MAG -50%] for 15 seconds","Y","Lowest HP% enemy","50","Machinist","ジャンプ撃ち","30512732"
"Iris","Kupo Cure","","Pocket Elixir","WHT","Single ally","Magical","4.00","Holy","0.01","Restores HP (105), damages undeads","Y","Lowest HP% ally","50","White Magic","サポート・エリクサー","30511801"
"Iris","Kupo Cure","","Pocket Potion","WHT","All allies","Magical","2.00","Holy","1.65","Restores HP (25), damages undeads","Y","All allies","50","White Magic","サポート・ポーション","30511802"
"Aranea","Air Superiority","","Dash Strike","PHY","Single enemy","Physical","1.96","Lightning, Dark","1.65","Two single ranged attacks (0.98 each), grants [No Air Time 2] to the user","Y","Lowest HP% enemy","50","Dragoon","ダッシュ突き","30511971"
"Aranea","Air Superiority","","Heavy Foot","PHY","Single enemy","Physical","1.88","Lightning, Dark","1.65","Four single ranged attacks (0.47 each), grants [Dragoon +9% Boost 3] to the user","Y","Lowest HP% enemy","50","Dragoon","踏み込み突き","30511972"
"Ramza","Unsung Hero","","Noble Blade","PHY","Single","Physical","2.50","Holy","1.65","Two single attacks (1.25 each), removes positive effects","Y","Lowest HP% enemy","50","Knight","戦士の剣","30510181"
"Ramza","Unsung Hero","","Steel","NAT","Single ally","","","","1.65","Grants 80 Soul Break points","Y","Random ally","50","Support","はげます","30510182"
"Ramza","Battle Cry (FFT)","","Warrior's Dance","PHY","Single enemy","Physical","2.70","Holy, NE","1.65","Five single attacks (0.54 each)","Y","Lowest HP% enemy","0","Support","戦士の剣舞","30512121"
"Ramza","Battle Cry (FFT)","","Warrior's Will","NAT","Self","","","","1.65","-","N","Self","180","Support","戦士の闘志","30512122"
"Agrias","Divine Ruination","","Devotion's Blade","PHY","Single enemy","Physical","2.50","Holy","1.65","Two single attacks (1.25 each), grants [Sentinel] to the user","Y","Lowest HP% enemy","50","Knight","忠の剣技","30510521"
"Agrias","Divine Ruination","","Faith's Blade","PHY","Single enemy","Physical","2.50","Holy","1.65","Two single attacks (1.25 each), [RES +40%] to the user for 20 seconds","Y","Lowest HP% enemy","50","Knight","信の剣技","30510522"
"Delita","Hero-King","","Godfire Blade","PHY","Single enemy","Physical","2.32","Holy, Fire","1.65","Four single attacks (0.58 each), 50% additional critical damage","Y","Lowest HP% enemy","50","Spellblade","聖炎斬","30510811"
"Delita","Hero-King","","Icebolt Wave","PHY","Single enemy","Physical","2.32","Lightning, Ice","1.65","Four single attacks (0.58 each), 50% additional critical damage","Y","Lowest HP% enemy","50","Spellblade","氷雷破","30510812"
"Ovelia","Heart's Lament","","Sister's Supplication","WHT","Single ally","Magical","4.00","Holy","0.01","Restores HP (105), damages undeads","Y","Lowest HP% ally","50","White Magic","修道女の哀願","30511321"
"Ovelia","Heart's Lament","","Sister's Mercy","WHT","All allies","Magical","2.00","Holy","1.65","Restores HP (25), damages undeads","Y","All allies","50","White Magic","修道女の慈恵","30511322"
"Ovelia","Desperate Plea","","Esuna Heal","WHT","Single ally","Magical","3.00","Holy","1.65","Restores HP (80), damages undeads, removes negative effects","Y","Lowest HP% ally","50","White Magic","ヒールエスナ","30512621"
"Ovelia","Desperate Plea","","Princess Heal","WHT","All allies","Magical","2.00","Holy","1.65","Restores HP (25), damages undeads","Y","All allies","50","White Magic","プリンセスヒール","30512622"
"Mustadio","Sharpshot Spray","","Quick Trigger","PHY","Single enemy","Physical","2.40","NE","1.65","Two single ranged attacks (1.20 each), grants [Machinist Instant Cast 2] to the user","Y","Lowest HP% enemy","50","Machinist","ファストトリガー","30511301"
"Mustadio","Sharpshot Spray","","Aegis Crush","PHY","Single enemy","Physical","2.30","NE","1.65","One single ranged attack (2.30), [DEF -40%] for 15 seconds","Y","Random enemy without status","50","Support","パワークラッシュ","30511302"
"Orlandeau","Swordplay","","Steely Swordplay","PHY","Single enemy","Physical","4.00","Holy, NE","3.30","Four single attacks (1.00 each), [ATK and DEF -20%] for 15 seconds","Y","Lowest HP% enemy","50","Knight","剣技・剛","30510821"
"Orlandeau","Swordplay","","Dark Swordplay","PHY","Single enemy","Physical","3.80","Dark, NE","3.30","Two single attacks (1.90 each), heals the user for 20% of the damage dealt","Y","Lowest HP% enemy","50","Knight","剣技・闇","30510822"
"Gaffgarion","Fellsword Dance","","Darkblade","PHY","Single enemy","Physical","1.96","Dark, NE","1.65","Two single attacks (0.98 each), smart ether 1 to the user","Y","Lowest HP% enemy","50","Darkness","ダークブレード","30510831"
"Gaffgarion","Fellsword Dance","","Bloodblade","PHY","All enemies","Physical","1.34","Dark, NE","1.65","One group attack (1.34), restores HP to the lowest HP% ally for 30% of their maximum HP","Y","All enemies","50","Darkness","ブラッドブレード","30510832"
"Rapha","Heaven's Wrath (FFT)","","Thunder Mark","BLK","Single enemy","Magical","9.44","Lightning, NE","1.65","Four single attacks (2.36 each), restores HP (60) to the lowest HP% ally","Y","Lowest HP% enemy","50","Black Magic","天雷の印","30511281"
"Rapha","Heaven's Wrath (FFT)","","Roaring Sky","BLK","All enemies","Magical","7.86","Lightning, NE","1.65","Two group attacks (3.93 each), grants [Magic Bargain] to the user for 20 seconds","Y","All enemies","50","Black Magic","轟天陣","30511282"
"Marach","Hell's Wrath","","Lightning Mark","BLK","Single enemy","Magical","9.00","Lightning, Dark","0.83","Four single attacks (2.25 each)","Y","Lowest HP% enemy","50","Black Magic","迅雷の印","30511291"
"Marach","Hell's Wrath","","Thunderbreak","BLK","All enemies","Magical","6.88","Lightning, Dark","0.83","Two group attacks (3.44 each)","Y","All enemies","50","Black Magic","疾雷陣","30511292"
"Meliadoul","Crush Helm","","Divine Break","PHY","Single enemy","Physical","2.20","Earth, Holy","1.65","Two single attacks (1.10 each), [ATK -40%] for 15 seconds","Y","Random enemy without status","50","Support","ディバインブレイク","30511921"
"Meliadoul","Crush Helm","","Divine Crush","PHY","Single enemy","Physical","2.20","Earth, Holy","1.65","Two single attacks (1.10 each), [ATK and MAG -20%] for 15 seconds","Y","Random enemy without status","50","Support","ディバインクラッシュ","30511922"
"Marche","Knight Combo","","Saint Blade","PHY","Single enemy","Physical","1.95","Holy, NE","1.65","Three single attacks (0.65 each), grants [Knight +15% Boost 3] to the user","Y","Lowest HP% enemy","50","Knight","セイントブレード","30512101"
"Marche","Knight Combo","","Saint Shield","PHY","Single enemy","Physical","2.50","Holy, NE","1.65","Two single attacks (1.25 each), grants [Sentinel] to the user for 25 seconds","Y","Lowest HP% enemy","50","Knight","セイントガード","30512102"
"Montblanc","Black Combo","","Magic Combo","BLK","Single enemy","Magical","10.36","Fire, Ice, Lightning","1.65","Four single attacks (2.59 each)","Y","Lowest HP% enemy","50","Black Magic","魔法コンボ","30512111"
"Montblanc","Black Combo","","Moogle Rush","BLK","Single enemy","Magical","6.20","Fire, Ice, Lightning","1.65","Two single attacks (3.10 each), grants [Lingering Spirit] to the user for 20 seconds","Y","Lowest HP% enemy","50","Black Magic","魔法アクセル","30512112"
"Alma","Wisdom of Orbonne","","Angelic Glimmer","WHT","Single ally","Magical","4.00","Holy","0.01","Restores HP (105), damages undeads","Y","Lowest HP% ally","50","White Magic","聖天使の片鱗","30512321"
"Alma","Wisdom of Orbonne","","Cleric's Bearing","WHT","All allies","Magical","2.00","Holy","1.65","Restores HP (25), damages undeads","Y","All allies","50","White Magic","聖職のたしなみ","30512322"
"Orran","Record of Truth","","Lodestar","WHT","Single ally","Magical","2.20","Holy","1.65","Restores HP (60), damages undeads, grants [Instant Cast 1]","Y","Lowest HP% ally","50","White Magic","星の導き","30512811"
"Orran","Record of Truth","","Divine Blessing","WHT","All allies","Magical","2.00","Holy","1.65","Restores HP (25), damages undeads","Y","All allies","50","White Magic","天の加護","30512812"
"Ace","Firaga RF","","Fire BOM","BLK","Single enemy","Magical","7.84","Fire, NE","0.83","Four single attacks (1.96 each), five attacks if user is in front row","Y","Lowest HP% enemy","50","Black Magic","ファイアBOM","30511641"
"Ace","Firaga RF","","Fire SHG","BLK","All enemies","Magical","7.80","Fire, NE","1.65","Two group attacks (3.90 each), grants [Lingering Spirit] to the user for 20 seconds","Y","All enemies","50","Black Magic","ファイアSHG","30511642"
"Ace","Firaga SHG","","Card Haste","BLK","Single enemy","Magical","8.96","Fire, NE","1.65","Four single attacks (2.24 each), grants [Black Magic Quick Cast 2] to the user","Y","Lowest HP% enemy","50","Black Magic","ファストカード","30513401"
"Ace","Firaga SHG","","Spirit Hand","BLK","All enemies","Magical","7.80","Fire, NE","1.65","Two group attacks (3.90 each), grants [Magic Bargain] to the user for 20 seconds","Y","All enemies","50","Black Magic","スピリットデッキ","30513402"
"Deuce","Concerto","","Cure ff","WHT","Single ally","Magical","4.00","Holy","0.01","Restores HP (105), damages undeads","Y","Lowest HP% ally","50","White Magic","ケアルff","30511651"
"Deuce","Concerto","","Healing Melody","WHT","All allies","Magical","2.00","Holy","1.65","Restores HP (25), damages undeads","Y","All allies","50","White Magic","癒しの旋律","30511652"
"Nine","Class Zero Basher-in-Chief","","Tornado Lance","PHY","Single enemy","Physical","1.92","Wind","1.65","Four single attacks (0.48 each), 0.60 multiplier if exploiting elemental weakness","Y","Lowest HP% enemy","50","Combat","トルネドランス","30511661"
"Nine","Class Zero Basher-in-Chief","","Cyclonic Blast","PHY","All enemies","Physical","1.30","Wind, NE","1.65","Two group attacks (0.65 each), grants [Dark Bargain] to the user for 20 seconds","Y","All enemies","50","Combat","ワイルドブラスト","30511662"
"Machina","Cyclone Drive","","Earth Drive","PHY","Single enemy","Physical","1.95","Earth, Dark","1.65","Three single attacks (0.65 each), grants [Spellblade +15% Boost 3] to the user","Y","Lowest HP% enemy","50","Spellblade","アースドライブ","30512251"
"Machina","Cyclone Drive","","Fear Field","WHT","Self","","","","1.65","Grants [Stoneskin: 30%]","Y","Self","50","White Magic","フィアーフィールド","30512252"
"Rem","Siphon Delta","","Manalchemy Drain","WHT","Single enemy","Magical","9.40","Holy, Dark","1.65","Four single attacks (2.35 each), restores HP (60) to the user","Y","Lowest HP% enemy","50","White Magic","コンバートドレイン","30512241"
"Rem","Siphon Delta","","Manalchemy Barrier","NAT","Self","","","","1.65","Grants [Magical Blink 1] and [White Magic +15% Boost 3]","Y","Self","50","White Magic","コンバートバリア","30512242"
"Queen","Mana Sphere","","Thunder Judgment","PHY","Single enemy","Physical","1.95","Lightning, Dark","1.65","Three single attacks (0.65 each), grants [Spellblade +15% Boost 3] to the user","Y","Lowest HP% enemy","50","Spellblade","サンダージャッジ","30512261"
"Queen","Mana Sphere","","Energy Spark","PHY","All enemies","Physical","1.40","Lightning, Dark","1.65","Two group ranged attacks (0.70 each), grants [Dark Bargain] to the user for 20 seconds","Y","Lowest HP% enemy","50","Spellblade","エナジースパーク","30512262"
"King","Magazine Blast","","Multitask","PHY","Single enemy","Physical","2.04","Lightning, Fire","1.65","Four single ranged attacks (0.51 each), five attacks if exploiting elemental weakness","Y","Lowest HP% enemy","50","Machinist","リロード射撃","30512491"
"King","Magazine Blast","","Quick Shot (Type-0)","PHY","Single enemy","Physical","1.85","Lightning, Fire","1.65","One single ranged attack (1.85), grants [Machinist Instant Cast 2] to the user","Y","Lowest HP% enemy","50","Machinist","クイックショット【零式】","30512492"
"Cinque","Gaia Pulse","","Gaia Swing","PHY","Single enemy","Physical","1.68","Earth, NE","1.65","Three single attacks (0.56 each), grants [Heavy +15% Boost 3] to the user","Y","Lowest HP% enemy","50","Heavy","アーススイング","30512481"
"Cinque","Gaia Pulse","","Gaia Break","PHY","Single enemy","Physical","1.79","Earth, NE","1.65","One single attack (1.79), [DEF -40%] for 15 seconds","Y","Random enemy without status","50","Heavy","アースブレイク","30512482"
"Seven","Diving Strike","","Blizzard Crush","BLK","Single enemy","Magical","4.72","Ice, NE","1.65","Two single attacks (2.36 each), [ATK -40%] for 15 seconds","Y","Random enemy without status","50","Black Magic","ブリザドクラッシュ","30512711"
"Seven","Diving Strike","","Frost Magic","BLK","Single enemy","Magical","4.72","Ice, NE","1.65","Two single attacks (2.36 each), [MAG -50%] for 15 seconds","Y","Random enemy without status","50","Black Magic","フリーズマジック","30512712"
"Sice","Black Hole (Type-0)","","Nebula Slash","PHY","Single enemy","Physical","2.52","Dark, NE","1.65","Four single attacks (0.63 each)","Y","Lowest HP% enemy","50","Darkness","ネビュラスラッシュ","30512721"
"Sice","Black Hole (Type-0)","","Dark Boon","PHY","Single enemy","Physical","1.53","Dark, NE","1.65","Three single attacks (0.51 each), grants [Darkness Quick Cast 3] to the user","Y","Lowest HP% enemy","50","Darkness","ダークブースト","30512722"
"Jack","Lightning Flash","","Class Clown","PHY","Single enemy","Physical","1.96","Fire, NE","1.65","Four single attacks (0.49 each), grants [Samurai +15% Boost 2] to the user","Y","Lowest HP% enemy","50","Samurai","気炎万丈","30513501"
"Jack","Lightning Flash","","Fiery Reckoning","PHY","Single enemy","Physical","1.96","Fire, NE","1.65","Two single attacks (0.98 each), grants [Retaliate] to the user for 15 seconds","Y","Lowest HP% enemy","50","Samurai","炎威の構え","30513502"
"Eight","Glacial Phantasm","","Apex Strike","PHY","Single enemy","Physical","2.16","Ice, NE","1.65","Four single attacks (0.54 each), 100% additional critical chance if the user has any Physical Blink","Y","Lowest HP% enemy","50","Monk","極拳","30512831"
"Eight","Glacial Phantasm","","Umbral Frost","PHY","Single enemy","Physical","1.50","Ice, NE","0.83","Two single attacks (0.75 each), grants [Physical Blink 1] to the user","Y","Lowest HP% enemy","50","Monk","氷影","30512832"
"Sora","Ars Arcanum","","Arcanum","PHY","Single enemy","Physical","0.74","Fire, Lightning, Ice","1.65","Two single attacks (0.37 each)","Y","Lowest HP% enemy","50","Spellblade","コンボ","30512591"
"Sora","Ars Arcanum","","Break (KH)","PHY","Single enemy","Physical","1.00","Fire, Lightning, Ice","1.65","4/5/6/7 single attacks (0.50/0.83/0.97/1.16 each) scaling with Arcanum uses, 0/5/10/25% additional critical chance","Y","Lowest HP% enemy","50","Spellblade","ブリッツ","30512592"
"Riku","Darkhand Helm Split","","Dash Swing","PHY","Single enemy","Physical","1.88","Dark, NE","0.83","Four single attacks (0.47 each)","Y","Lowest HP% enemy","50","Darkness","ダッシュ振り","30512601"
"Riku","Darkhand Helm Split","","Scourge","PHY","Single enemy","Physical","1.68","Dark, NE","1.65","Three single attacks (0.56 each), grants [Darkness +15% Boost 3] to the user","Y","Lowest HP% enemy","50","Darkness","振り払い","30512602"
"Reynn","Channel Element: Ice","","Glacial Arrow","BLK","Single enemy","Magical","8.00","Ice, NE","1.65","Four single attacks (2.00 each), 2.49 multiplier if exploiting elemental weakness","Y","Lowest HP% enemy","50","Black Magic","グレイシャーアロー","30511181"
"Reynn","Channel Element: Ice","","Big Freeze","BLK","Single enemy","Magical","8.40","Ice, NE","1.65","Two single attacks (4.20 each), restores HP to the user for 25% of the user's maximum HP","Y","Lowest HP% enemy","50","Black Magic","ビッグフローズン","30511182"
"Lann","Channel Element: Fire","","Melting Blow","PHY","Single enemy","Physical","1.92","Fire, NE","1.65","Four single ranged attacks (0.48 each), 0.60 multiplier if exploiting elemental weakness","Y","Lowest HP% enemy","50","Combat","メルトスマッシュ","30511171"
"Lann","Channel Element: Fire","","Solar Flame","PHY","All enemies","Physical","1.30","Fire, NE","1.65","Two group ranged attacks (0.65 each), grants [Dark Bargain] to the user for 20 seconds","Y","All enemies","50","Combat","ソーラーフレイム","30511172"
"Morrow","Chrono Break","","Seal","PHY","Single enemy","Physical","2.00","NE","0.83","One single attack (2.00), [MAG -50%] for 15 seconds","Y","Random enemy","50","Support","魔封陣","30511701"
"Morrow","Chrono Break","","Great Divide","PHY","Single enemy","Physical","2.00","NE","0.83","One single attack (2.00), [MND -40%] for 15 seconds","Y","Random enemy","50","Support","一刀両断","30511702"
"Aemo","Reprogram","","Healing Harmony","WHT","Single ally","Magical","3.00","Holy","1.65","Restores HP (80), damages undeads, removes negative effects","Y","Lowest HP% ally","50","White Magic","癒しの歌","30511711"
"Aemo","Reprogram","","Living Harmony","WHT","All allies","Magical","2.00","Holy","1.65","Restores HP (25), damages undeads","Y","All allies","50","White Magic","生命の歌","30511712"
"Wrieg","Force Blaster","","Geocrush","PHY","Single enemy","Physical","3.32","Earth, NE","1.65","Four single ranged jump attacks (0.83 each), air time (2.50 sec.)","Y","Lowest HP% enemy","50","Dragoon","ジオクラッシュ","30511721"
"Wrieg","Force Blaster","","Earth Stomp","PHY","All enemies","Physical","1.50","Earth, NE","1.65","Two group attacks (0.75 each), grants [Sentinel] to the user for 25 seconds","Y","All enemies","50","Knight","アースストンプ","30511722"
"Tama","Petal Pummel","","Bid for Time","WHT","Single ally","Magical","2.20","Holy","0.01","Restores HP (60), damages undeads, removes KO [Raise: 20%]","Y","Lowest HP% ally","50","White Magic","ときわたり","30512751"
"Tama","Petal Pummel","","Cheer","WHT","All allies","Magical","2.00","Holy","1.65","Restores HP (25), damages undeads","Y","All allies","50","White Magic","げきれい","30512752"
"Enna Kros","Creator's Judgment","","Might of A","BLK","Single enemy","Magical","8.96","Earth, Holy","1.65","Four single attacks (2.24 each)","Y","Lowest HP% enemy","50","Black Magic","Aの力","30512741"
"Enna Kros","Creator's Judgment","","Mortal Meddling","BLK","Single enemy","Magical","6.87","Earth, Holy","1.65","Three single attacks (2.29 each), grants [Black Magic +15% Boost 3] to the user","Y","Lowest HP% enemy","50","Black Magic","世界への干渉","30512742"
"","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","",""
"","Sarah","USB2","","SB Ver eqn","","","","","","","","","","","",""
